,distinct_id,locationSetting,notificationSettings,active_timespan,US,Facebook,Foodie,Google,Unknown,num_sessions,sessions_per_day,America/New_York,America/Los_Angeles,America/Chicago,Asia/Kolkata,America/Denver,other_timezone,commentAdded,commentLength,churned,number_ratings,SQS,avg_session_duration,time_delta_slope,session_time_slope,time_delta_slope_90,session_time_slope_90
2250,51DFD005-00B3-49B7-B27C-490C49CEAE37,1,1,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2251,51E91B8F-9A8D-4C99-9132-07FDA183C195,1,0,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2252,51EFA5E8-C4F7-4B13-9A43-8811103C508E,1,0,0.3333333333333333,1,0,1,0,1,1,0.005555555555555557,1,0,0,0,0,0,0,0.0,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2253,51F95C11-EA3A-4749-841C-5234DD481E0C,1,1,15.682430555555555,1,0,1,0,1,38,0.2111111111111111,1,0,0,0,0,0,0,0.0,0,0.0,11.333333333333334,32.666666666666664,-131745.40000000002,-11.057142857142857,-131745.40000000002,-11.057142857142857
2254,51FB623B-9F95-4652-8B2E-BD14C153BED5,1,0,294.3965162037037,1,0,1,0,1,3,0.016666666666666666,0,1,0,0,0,0,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2255,51be6010-2f39-4eb5-ad20-5c8722d5ccea,1,0,0.0010995370370370369,1,0,1,0,0,3,0.016666666666666666,0,0,0,0,0,1,0,0.0,1,0.0,1.5,44.65,0.0,61.10000000000001,0.0,61.10000000000001
2256,51f95b1e-4995-4007-86ae-70d9c9f4105c,1,0,0.0015393518518518519,1,0,1,0,0,4,0.022222222222222227,0,0,0,0,0,1,0,0.0,1,0.0,1.0,40.8,-31.0,9.700000000000012,-31.0,9.700000000000012
2257,52051b5e-b978-4dac-b93f-f7a69d9123f2,0,0,33.660324074074076,0,0,1,0,0,9,0.05,0,0,0,0,0,1,0,0.0,1,0.0,1.2857142857142858,100.92857142857143,415260.65714285715,7.439285714285717,0.0,0.0
2258,5210017C-F865-47C3-87AD-1DD17593CADC,1,0,0.3333333333333333,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2259,5213CDB1-28C6-4BD7-B0F4-7031F5572B83,1,1,0.3370949074074074,1,0,1,0,1,13,0.07222222222222223,1,0,0,0,0,0,0,0.0,1,0.0,12.0,156.95,0.0,90.90000000000003,0.0,0.0
2260,5220B7A1-1D42-4E84-AB99-ACA2CD381D83,0,0,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2261,5221031f-e6b0-4ea4-9520-61b4043a9ddc,1,0,0.002754629629629629,0,0,1,0,0,4,0.022222222222222227,0,0,0,0,0,1,0,0.0,1,0.0,1.3333333333333333,66.63333333333334,-48.0,-40.7,0.0,0.0
2262,52260961-5F4B-4915-B149-577F2E548C63,0,0,0.3548148148148148,1,0,1,0,1,4,0.022222222222222227,1,0,0,0,0,0,0,0.0,1,0.0,1.0,27.133333333333336,1549.0,-4.300000000000005,1549.0,-4.300000000000005
2263,523BA6D0-58D0-4FF1-AE5E-FD540EF32EFA,1,0,173.5294907407407,1,0,1,0,1,5,0.027777777777777776,1,0,0,0,0,0,0,0.0,0,0.0,3.0,13.9,0.0,0.0,0.0,0.0
2264,523F0E96-4C4D-4635-8176-BB452C883154,1,1,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2265,524de15eb4637404,1,1,157.95831018518518,1,0,1,0,1,9,0.05,0,0,1,0,0,0,0,0.0,0,0.0,1.3333333333333333,59.41666666666666,-915868.3,-16.65428571428571,-3196415.4,-7.060000000000002
2266,525171B5-B43A-4856-96AE-27A87F566CB8,1,1,25.28114583333333,1,1,0,0,1,42,0.2333333333333333,0,1,0,0,0,0,0,0.0,0,0.0,53.666666666666664,205.30000000000004,1195.0,152.99999999999994,0.0,0.0
